id,username,experience,approach,holding_period,assets_traded
3694,affectedBoa6,Intermediate,Momentum,Day Trader,Forex
3695,tautTruffle0,Novice,Momentum,Day Trader,"Bonds,Futures,Forex"
3696,thrilledSmelt0,Experienced,Global Macro,Swing Trader,"Bonds,Equities"
3697,aloofMussel0,Novice,Momentum,Swing Trader,"Futures,Private Companies"
3698,outlyingPie2,Intermediate,Growth,Position Trader,Equities
3699,betrayedBaboon4,Experienced,Growth,Position Trader,"Private Companies,Futures,Forex"
3700,contentHawk1,Intermediate,Global Macro,Position Trader,"Options,Equities,Futures"
3701,jubilantTortoise8,Intermediate,Momentum,Position Trader,"Private Companies,Bonds"
3702,mercifulCake3,Intermediate,Fundamental,Day Trader,Forex
3703,importedLard6,Intermediate,Fundamental,Long Term Investor,Forex
3704,jealousOrange3,Intermediate,Fundamental,Long Term Investor,Private Companies
3705,empathicStork7,Novice,Fundamental,Position Trader,"Equities,Private Companies,Bonds"
3706,unhappyPorpoise3,Intermediate,Fundamental,Position Trader,"Bonds,Options,Equities"
3707,fondGatorade0,Novice,Technical,Swing Trader,"Forex,Futures,Private Companies"
3708,gloomyMacaw8,Experienced,Fundamental,Day Trader,Bonds
3709,amazedBoars0,Novice,Value,Swing Trader,"Forex,Options,Bonds"
3710,forsakenLlama4,Experienced,Value,Position Trader,"Options,Bonds"
3711,drearyOatmeal8,Novice,Fundamental,Day Trader,"Private Companies,Futures"
3712,solidCardinal6,Intermediate,Global Macro,Position Trader,"Bonds,Options,Equities"
3713,innocentDunbird9,Novice,Fundamental,Day Trader,Futures
3714,relievedWeaver4,Novice,Value,Day Trader,"Bonds,Futures"
3715,boastfulBuck2,Novice,Momentum,Position Trader,"Equities,Bonds,Forex"
3716,chicCod6,Experienced,Global Macro,Swing Trader,Bonds
3717,pleasedTeal4,Experienced,Fundamental,Swing Trader,Forex
3718,importedSheep9,Novice,Fundamental,Position Trader,"Private Companies,Equities"
3719,excludedCamel0,Novice,Momentum,Day Trader,Options
3720,jealousMare1,Intermediate,Value,Long Term Investor,"Equities,Futures"
3721,euphoricThrush9,Experienced,Growth,Long Term Investor,Equities
3722,lyingMeerkat0,Intermediate,Technical,Position Trader,"Bonds,Futures,Options"
3723,morbidBuzzard5,Novice,Momentum,Position Trader,Equities
3724,brainyMare6,Experienced,Momentum,Long Term Investor,"Bonds,Futures"
3725,worriedPlover8,Intermediate,Momentum,Swing Trader,"Private Companies,Bonds"
3726,stressedPonie5,Experienced,Growth,Swing Trader,"Equities,Futures,Forex"
3727,boredLard6,Experienced,Growth,Position Trader,"Options,Equities,Futures"
3728,lovesickLemur6,Intermediate,Technical,Swing Trader,"Forex,Options,Bonds"
3729,excludedCheese1,Experienced,Growth,Position Trader,Futures
3730,pridefulThrush8,Intermediate,Growth,Position Trader,"Futures,Bonds"
3731,enragedApricots4,Novice,Momentum,Long Term Investor,Bonds
3732,ardentThrush1,Experienced,Global Macro,Swing Trader,"Bonds,Private Companies,Options"
3733,thrilledMandrill4,Novice,Growth,Position Trader,Equities
3734,grudgingBaboon2,Experienced,Fundamental,Swing Trader,Private Companies
3735,cynicalTermite5,Novice,Global Macro,Long Term Investor,"Futures,Forex,Bonds"
3736,aboardEagle3,Experienced,Technical,Position Trader,"Options,Futures"
3737,pacifiedMeerkat7,Experienced,Momentum,Long Term Investor,"Private Companies,Bonds"
3738,dejectedGarlic7,Experienced,Technical,Swing Trader,"Forex,Bonds,Equities"
3739,grizzledGatorade3,Intermediate,Value,Long Term Investor,"Private Companies,Options,Forex"
3740,obsessedZebra8,Experienced,Global Macro,Day Trader,Equities
3741,awedAntelope1,Intermediate,Value,Day Trader,"Bonds,Options,Forex"
3742,wingedTermite8,Novice,Fundamental,Position Trader,"Options,Equities,Bonds"
3743,pridefulTermite2,Novice,Technical,Swing Trader,Equities
3744,offendedPonie9,Experienced,Global Macro,Long Term Investor,"Equities,Forex"
3745,annoyedLollies9,Intermediate,Global Macro,Long Term Investor,Equities
3746,cockyPonie0,Intermediate,Technical,Day Trader,"Options,Bonds"
3747,amusedMeerkat3,Intermediate,Momentum,Swing Trader,"Options,Private Companies,Equities"
3748,sadRhino7,Novice,Momentum,Position Trader,"Bonds,Options"
3749,vengefulCow9,Experienced,Momentum,Position Trader,"Equities,Bonds"
3750,wearySnail4,Intermediate,Growth,Long Term Investor,"Bonds,Private Companies,Options"
3751,forsakenBoa0,Intermediate,Momentum,Swing Trader,"Futures,Bonds"
3752,joyfulBustard1,Experienced,Global Macro,Swing Trader,"Futures,Bonds,Private Companies"
3753,boastfulJerky5,Experienced,Value,Swing Trader,"Bonds,Equities"
3754,pridefulTomatoe0,Novice,Momentum,Swing Trader,"Bonds,Private Companies,Forex"
3755,amazedPudding7,Experienced,Fundamental,Swing Trader,"Futures,Bonds"
3756,puzzledPepper3,Intermediate,Growth,Day Trader,Bonds
3757,needyFlamingo2,Novice,Technical,Long Term Investor,Private Companies
3758,worldlyDingo7,Experienced,Value,Long Term Investor,Bonds
3759,aloofWildfowl1,Experienced,Growth,Day Trader,"Bonds,Options,Private Companies"
3760,anxiousTeal4,Intermediate,Momentum,Swing Trader,Futures
3761,ashamedCockatoo3,Novice,Fundamental,Day Trader,"Forex,Bonds"
3762,lovesickChowder4,Novice,Value,Day Trader,"Private Companies,Futures"
3763,sincereFalcon4,Experienced,Growth,Swing Trader,"Equities,Options,Private Companies"
3764,contentFalcon7,Novice,Technical,Long Term Investor,Equities
3765,mereBittern4,Intermediate,Fundamental,Long Term Investor,"Equities,Bonds,Private Companies"
3766,stressedSnipe4,Intermediate,Fundamental,Day Trader,"Options,Bonds,Forex"
3767,similarGarlic2,Intermediate,Global Macro,Swing Trader,"Forex,Futures"
3768,peacefulHeron9,Novice,Value,Long Term Investor,"Equities,Options"
3769,zestySeagull4,Intermediate,Value,Position Trader,"Futures,Forex"
3770,boredAbalone5,Intermediate,Value,Swing Trader,"Options,Private Companies,Forex"
3771,sincereMallard2,Experienced,Fundamental,Position Trader,Private Companies
3772,murkyMacaw2,Novice,Growth,Day Trader,"Equities,Forex"
3773,worriedApricots2,Experienced,Technical,Swing Trader,"Futures,Forex,Private Companies"
3774,shyShads2,Intermediate,Value,Swing Trader,"Equities,Futures,Forex"
3775,outlyingLeopard1,Intermediate,Momentum,Position Trader,Futures
3776,yearningTermite0,Novice,Value,Long Term Investor,"Bonds,Futures,Equities"
3777,ashamedRelish6,Novice,Fundamental,Day Trader,"Options,Private Companies,Equities"
3778,excitedChough5,Novice,Momentum,Long Term Investor,"Options,Bonds,Equities"
3779,drearyShads6,Experienced,Momentum,Swing Trader,"Futures,Options"
3780,mellowLion4,Novice,Global Macro,Position Trader,Equities
3781,chicThrushe3,Intermediate,Value,Swing Trader,Futures
3782,jubilantFalcon1,Intermediate,Technical,Swing Trader,"Futures,Bonds"
3783,needfulDove7,Intermediate,Global Macro,Day Trader,"Private Companies,Forex,Options"
3784,euphoricBagels2,Novice,Global Macro,Long Term Investor,"Equities,Options"
3785,guiltyWildfowl8,Experienced,Value,Swing Trader,"Options,Forex"
3786,lovesickGranola3,Novice,Value,Position Trader,Bonds
3787,worriedAbalone2,Intermediate,Fundamental,Swing Trader,"Bonds,Private Companies"
3788,awedVenison9,Experienced,Momentum,Long Term Investor,Bonds
3789,pacifiedWasp5,Experienced,Global Macro,Long Term Investor,Private Companies
3790,pitifulCaribou9,Intermediate,Momentum,Day Trader,Bonds
3791,mercifulRat1,Experienced,Technical,Swing Trader,Futures
3792,cheerfulPiglet4,Intermediate,Global Macro,Swing Trader,"Forex,Private Companies,Equities"
3793,amazedOcelot1,Novice,Global Macro,Swing Trader,"Bonds,Private Companies,Forex"
3794,sheepishWhiting3,Experienced,Fundamental,Position Trader,Bonds
3795,brainyOatmeal6,Experienced,Fundamental,Position Trader,"Bonds,Private Companies"
3796,solemnSnipe7,Novice,Growth,Long Term Investor,"Private Companies,Bonds,Forex"
3797,obsessedKitten5,Novice,Value,Day Trader,"Options,Equities,Private Companies"
3798,needfulWasp0,Intermediate,Global Macro,Position Trader,Bonds
3799,goofyQuiche4,Novice,Global Macro,Position Trader,"Private Companies,Forex,Equities"
3800,hushedRat0,Novice,Technical,Long Term Investor,"Futures,Bonds"
3801,ashamedSwift5,Intermediate,Value,Swing Trader,"Futures,Equities"
3802,finickyLion1,Experienced,Fundamental,Day Trader,Forex
3803,pleasedCardinal8,Novice,Fundamental,Position Trader,"Bonds,Options,Forex"
3804,solemnPretzels7,Novice,Global Macro,Long Term Investor,"Futures,Options,Private Companies"
3805,emptySalt5,Experienced,Value,Long Term Investor,Forex
3806,boredJaguar7,Novice,Value,Swing Trader,Options
3807,empathicTuna6,Intermediate,Growth,Long Term Investor,"Bonds,Private Companies,Equities"
3808,wingedApricots9,Intermediate,Value,Long Term Investor,"Equities,Options,Bonds"
3809,zestySnail3,Intermediate,Technical,Position Trader,"Forex,Private Companies"
3810,wingedMallard3,Intermediate,Growth,Day Trader,"Options,Private Companies,Forex"
3811,ferventGelding5,Novice,Global Macro,Long Term Investor,"Bonds,Equities,Forex"
3812,culturedMackerel0,Intermediate,Growth,Swing Trader,"Forex,Options,Private Companies"
3813,chicTuna4,Intermediate,Technical,Swing Trader,Equities
3814,anxiousOcelot6,Intermediate,Global Macro,Position Trader,"Options,Futures"
3815,outlyingMackerel7,Intermediate,Fundamental,Long Term Investor,"Options,Private Companies,Futures"
3816,gutturalCardinal0,Intermediate,Growth,Swing Trader,Options
3817,ferventCake6,Intermediate,Value,Swing Trader,Bonds
3818,artisticJerky8,Experienced,Fundamental,Position Trader,"Equities,Bonds,Forex"
3819,importedOryx8,Experienced,Fundamental,Long Term Investor,"Equities,Private Companies"
3820,dejectedPoultry4,Intermediate,Global Macro,Position Trader,"Options,Bonds"
3821,cruelMeerkat9,Intermediate,Growth,Position Trader,Futures
3822,superiorPoultry8,Experienced,Global Macro,Swing Trader,Options
3823,abjectHare7,Intermediate,Global Macro,Swing Trader,"Private Companies,Equities,Futures"
3824,worriedCow4,Experienced,Momentum,Swing Trader,Equities
3825,spiritedSausage6,Novice,Value,Day Trader,"Private Companies,Futures"
3826,shyOwl6,Novice,Value,Long Term Investor,"Bonds,Options,Equities"
3827,dopeyClam3,Experienced,Global Macro,Swing Trader,Private Companies
3828,dejectedSardines5,Intermediate,Growth,Position Trader,"Private Companies,Forex,Bonds"
3829,anxiousPie0,Novice,Fundamental,Position Trader,"Options,Equities,Private Companies"
3830,cynicalWigeon0,Novice,Global Macro,Long Term Investor,Equities
3831,yearningPretzels0,Intermediate,Fundamental,Position Trader,"Forex,Private Companies,Options"
3832,trustingWasp9,Novice,Value,Swing Trader,"Equities,Bonds,Futures"
3833,dopeyCheese9,Novice,Fundamental,Day Trader,"Private Companies,Futures"
3834,lovesickChile0,Novice,Fundamental,Day Trader,"Private Companies,Bonds"
3835,lyingPup6,Novice,Technical,Position Trader,"Options,Private Companies,Equities"
3836,thriftyMussel5,Experienced,Global Macro,Position Trader,"Futures,Equities"
3837,dopeyViper9,Novice,Fundamental,Swing Trader,"Private Companies,Forex,Futures"
3838,empathicCheetah6,Intermediate,Value,Long Term Investor,"Equities,Bonds,Options"
3839,panickyChowder4,Experienced,Global Macro,Long Term Investor,Futures
3840,betrayedWildfowl6,Novice,Fundamental,Position Trader,Forex
3841,mellowSeahorse0,Experienced,Fundamental,Long Term Investor,"Bonds,Options,Forex"
3842,excludedOwl7,Intermediate,Value,Long Term Investor,Options
3843,awedSnipe7,Intermediate,Momentum,Long Term Investor,"Futures,Private Companies,Options"
3844,thrilledCod7,Experienced,Momentum,Day Trader,"Forex,Equities"
3845,zestyPlover0,Novice,Growth,Swing Trader,"Private Companies,Equities"
3846,dopeyFlamingo7,Intermediate,Technical,Long Term Investor,"Forex,Futures"
3847,wearyBass8,Novice,Fundamental,Long Term Investor,Options
3848,gutturalTuna5,Novice,Fundamental,Swing Trader,Futures
3849,amusedPaella2,Experienced,Momentum,Day Trader,"Equities,Bonds"
3850,pitifulFish2,Intermediate,Technical,Swing Trader,"Private Companies,Forex"
3851,importedSeagull3,Experienced,Fundamental,Long Term Investor,Forex
3852,gloomyToucan2,Experienced,Value,Position Trader,Futures
3853,mellowLizard4,Intermediate,Growth,Swing Trader,Private Companies
3854,wearyFish2,Experienced,Fundamental,Long Term Investor,"Private Companies,Futures,Options"
3855,mereHeron4,Intermediate,Fundamental,Day Trader,"Options,Bonds,Forex"
3856,solidSheep9,Intermediate,Global Macro,Long Term Investor,Equities
3857,grumpyMackerel5,Experienced,Growth,Long Term Investor,Forex
3858,ardentSeahorse3,Experienced,Value,Day Trader,"Options,Bonds,Futures"
3859,dopeyRhino5,Novice,Technical,Day Trader,"Forex,Bonds"
3860,anxiousRaisins6,Intermediate,Value,Position Trader,"Bonds,Forex,Futures"
3861,wingedRhino9,Novice,Fundamental,Day Trader,"Equities,Bonds,Private Companies"
3862,fondChowder3,Intermediate,Momentum,Day Trader,"Equities,Forex,Bonds"
3863,selfishCheetah8,Experienced,Global Macro,Long Term Investor,"Bonds,Forex,Equities"
3864,scornfulBasmati3,Novice,Global Macro,Swing Trader,Equities
3865,jumpyBasmati9,Experienced,Value,Swing Trader,"Forex,Equities"
3866,grudgingCordial5,Intermediate,Growth,Swing Trader,"Private Companies,Options,Equities"
3867,somberMacaw3,Novice,Value,Position Trader,Equities
3868,ashamedDingo3,Novice,Global Macro,Day Trader,"Futures,Private Companies,Bonds"
3869,amusedSausage8,Intermediate,Fundamental,Swing Trader,"Equities,Forex"
3870,crummyGatorade4,Intermediate,Momentum,Position Trader,"Private Companies,Bonds"
3871,cheerfulTermite9,Intermediate,Technical,Position Trader,Futures
3872,wearySnipe2,Intermediate,Technical,Position Trader,"Private Companies,Bonds,Futures"
3873,insecureWildfowl5,Novice,Technical,Day Trader,"Options,Equities,Futures"
3874,enragedEland1,Novice,Momentum,Position Trader,"Bonds,Private Companies,Futures"
3875,awedPoultry8,Intermediate,Fundamental,Day Trader,"Forex,Bonds,Futures"
3876,solemnSeagull4,Intermediate,Growth,Position Trader,Private Companies
3877,guiltyCordial9,Novice,Fundamental,Day Trader,Bonds
3878,anxiousMeerkat5,Experienced,Global Macro,Swing Trader,Bonds
3879,lyingRuffs6,Experienced,Value,Day Trader,"Futures,Private Companies"
3880,pleasedSalt9,Intermediate,Value,Position Trader,"Forex,Bonds,Futures"
3881,cynicalMallard2,Novice,Fundamental,Position Trader,Private Companies
3882,mereHyena8,Experienced,Growth,Position Trader,Equities
3883,vengefulBoars2,Experienced,Growth,Long Term Investor,"Private Companies,Futures,Equities"
3884,adoringApricots6,Intermediate,Global Macro,Swing Trader,"Bonds,Forex"
3885,ashamedWeaver4,Experienced,Global Macro,Position Trader,"Bonds,Private Companies,Forex"
3886,outlyingCow9,Novice,Momentum,Position Trader,"Options,Equities"
3887,thriftyLlama8,Experienced,Value,Day Trader,"Bonds,Options,Forex"
3888,forsakenHeron1,Experienced,Technical,Day Trader,Bonds
3889,vengefulHawk1,Intermediate,Growth,Long Term Investor,"Forex,Bonds"
3890,artisticBustard4,Intermediate,Global Macro,Position Trader,Bonds
3891,dearBaboon6,Intermediate,Growth,Day Trader,"Private Companies,Options,Bonds"
3892,wakefulTruffle0,Intermediate,Value,Long Term Investor,"Equities,Private Companies,Bonds"
3893,grudgingPlover6,Intermediate,Momentum,Swing Trader,"Private Companies,Forex"
3894,shamefulBuzzard6,Novice,Fundamental,Swing Trader,Options
3895,dearBoa3,Novice,Momentum,Swing Trader,"Bonds,Forex,Futures"
3896,fondJerky7,Novice,Global Macro,Day Trader,Futures
3897,spiritedCoconut6,Experienced,Momentum,Long Term Investor,"Options,Equities,Forex"
3898,pridefulSwift8,Experienced,Value,Day Trader,Options
3899,needyVenison9,Novice,Value,Day Trader,"Futures,Options,Private Companies"
3900,worriedIcecream5,Novice,Momentum,Swing Trader,Equities
3901,alertCurlew2,Novice,Value,Day Trader,"Forex,Futures"
3902,cruelIcecream5,Novice,Fundamental,Position Trader,"Forex,Options,Private Companies"
3903,soreHoopoe6,Experienced,Technical,Day Trader,"Forex,Private Companies,Futures"
3904,shyApricots0,Experienced,Global Macro,Day Trader,"Bonds,Forex"
3905,sadCrane6,Novice,Technical,Position Trader,"Equities,Forex,Options"
3906,insecureFerret9,Intermediate,Technical,Swing Trader,Equities
3907,humorousEagle6,Intermediate,Value,Day Trader,"Bonds,Equities"
3908,goofyCardinal2,Experienced,Value,Position Trader,"Equities,Bonds"
3909,shamefulFerret5,Intermediate,Growth,Long Term Investor,"Options,Private Companies,Equities"
3910,amazedEggs4,Novice,Growth,Day Trader,"Futures,Forex,Bonds"
3911,importedSeagull7,Intermediate,Momentum,Long Term Investor,"Options,Futures,Private Companies"
3912,euphoricLemur8,Novice,Momentum,Position Trader,"Equities,Private Companies"
3913,boredCardinal0,Experienced,Technical,Day Trader,"Options,Private Companies"
3914,worldlyCordial7,Novice,Momentum,Swing Trader,"Equities,Options,Private Companies"
3915,cynicalMoth9,Intermediate,Fundamental,Long Term Investor,"Futures,Private Companies,Options"
3916,gloomyRelish8,Intermediate,Global Macro,Long Term Investor,Private Companies
3917,pleasedBurritos7,Novice,Global Macro,Swing Trader,Options
3918,humorousCake0,Novice,Growth,Swing Trader,"Equities,Bonds"
3919,enviousKitten6,Experienced,Fundamental,Position Trader,"Futures,Bonds,Forex"
3920,selfishTermite3,Novice,Global Macro,Position Trader,Options
3921,amazedClam8,Novice,Growth,Day Trader,"Equities,Bonds,Options"
3922,sheepishWasp0,Intermediate,Momentum,Day Trader,"Bonds,Equities"
3923,wakefulGnu4,Intermediate,Technical,Position Trader,Options
3924,spiritedChamois8,Novice,Momentum,Swing Trader,"Futures,Forex,Bonds"
3925,ashamedChough3,Experienced,Value,Swing Trader,Private Companies
3926,ferventCur9,Novice,Momentum,Long Term Investor,"Options,Futures"
3927,bubblyBagels9,Intermediate,Fundamental,Long Term Investor,"Equities,Private Companies,Bonds"
3928,emptyToucan5,Experienced,Technical,Long Term Investor,"Equities,Bonds,Futures"
3929,madMagpie8,Experienced,Momentum,Swing Trader,"Equities,Options"
3930,dreadfulFish6,Experienced,Momentum,Day Trader,"Forex,Equities"
3931,pacifiedSeafowl0,Novice,Value,Swing Trader,Equities
3932,thrilledCheese4,Intermediate,Global Macro,Swing Trader,"Futures,Private Companies"
3933,excitedVenison7,Experienced,Value,Day Trader,"Futures,Options"
3934,murkyMeerkat9,Experienced,Global Macro,Swing Trader,Options
3935,ardentCamel5,Intermediate,Momentum,Position Trader,"Equities,Options"
3936,forsakenThrush1,Novice,Value,Day Trader,"Equities,Bonds,Private Companies"
3937,grudgingFerret1,Experienced,Momentum,Swing Trader,"Futures,Private Companies,Equities"
3938,cynicalCake1,Intermediate,Technical,Position Trader,"Private Companies,Forex,Options"
3939,soreCardinal5,Experienced,Technical,Position Trader,Forex
3940,pluckyOwl2,Novice,Growth,Swing Trader,Futures
3941,solidApricots2,Novice,Growth,Long Term Investor,"Private Companies,Futures"
3942,euphoricPudding1,Novice,Growth,Long Term Investor,Equities
3943,sadPear5,Experienced,Value,Long Term Investor,"Options,Bonds,Private Companies"
3944,ecstaticOil8,Experienced,Growth,Swing Trader,"Bonds,Equities"
3945,gloomyWhiting4,Novice,Growth,Day Trader,Options
3946,obsessedWasp6,Experienced,Technical,Swing Trader,Private Companies
3947,finickyBobolink4,Novice,Growth,Swing Trader,"Futures,Private Companies"
3948,madViper4,Experienced,Fundamental,Swing Trader,"Forex,Futures,Options"
3949,decimalSeafowl4,Experienced,Value,Long Term Investor,"Private Companies,Equities,Bonds"
3950,goofyRelish6,Experienced,Fundamental,Position Trader,"Options,Bonds,Equities"
3951,excludedSmelt4,Novice,Fundamental,Position Trader,Equities
3952,thriftyKitten2,Experienced,Momentum,Position Trader,Forex
3953,decimalKitten4,Experienced,Technical,Day Trader,Futures
3954,fondGelding2,Intermediate,Momentum,Long Term Investor,"Private Companies,Futures,Options"
3955,chicLlama4,Intermediate,Fundamental,Long Term Investor,Private Companies
3956,superiorWeaver5,Experienced,Growth,Day Trader,"Options,Futures"
3957,goofyBustard1,Experienced,Growth,Swing Trader,"Options,Equities"
3958,thriftyStork0,Novice,Technical,Long Term Investor,"Futures,Private Companies,Options"
3959,tautIcecream0,Experienced,Technical,Position Trader,"Futures,Forex"
3960,tautPepper2,Intermediate,Value,Day Trader,Equities
3961,shamefulTermite9,Novice,Growth,Swing Trader,"Private Companies,Forex"
3962,pacifiedBuck9,Experienced,Global Macro,Position Trader,Options
3963,crushedClam9,Intermediate,Growth,Long Term Investor,Forex
3964,wingedMuesli6,Experienced,Global Macro,Day Trader,"Bonds,Equities"
3965,cruelDotterel1,Intermediate,Value,Long Term Investor,"Options,Private Companies"
3966,chicUnicorn9,Experienced,Technical,Position Trader,"Futures,Equities"
3967,needfulStork1,Novice,Growth,Position Trader,Options
3968,similarWeaver6,Intermediate,Global Macro,Long Term Investor,"Equities,Bonds"
3969,soreBustard3,Novice,Momentum,Swing Trader,"Forex,Private Companies"
3970,amazedCur2,Novice,Momentum,Position Trader,Futures
3971,kindSheep2,Intermediate,Fundamental,Position Trader,"Futures,Options"
3972,solemnLlama1,Experienced,Momentum,Swing Trader,"Forex,Futures"
3973,peskyLeopard4,Novice,Momentum,Long Term Investor,"Futures,Forex,Equities"
3974,ferventMandrill2,Intermediate,Technical,Day Trader,Futures
3975,giddyHare8,Experienced,Momentum,Position Trader,"Equities,Options"
3976,stressedLard1,Novice,Growth,Swing Trader,Futures
3977,joyfulCheese5,Experienced,Technical,Swing Trader,"Equities,Bonds,Private Companies"
3978,solemnViper6,Experienced,Value,Day Trader,"Forex,Options,Futures"
3979,vengefulCrackers0,Intermediate,Growth,Day Trader,"Forex,Equities,Options"
3980,fondBasmati4,Experienced,Technical,Day Trader,Private Companies
3981,offendedSheep9,Intermediate,Growth,Long Term Investor,"Options,Equities,Forex"
3982,peacefulPaella0,Experienced,Growth,Swing Trader,"Bonds,Futures"
3983,trustingCrackers5,Novice,Technical,Day Trader,"Options,Bonds,Futures"
3984,giddyLlama5,Novice,Global Macro,Swing Trader,Forex
3985,blissfulHyena5,Novice,Fundamental,Position Trader,Private Companies
3986,solemnWidgeon4,Novice,Fundamental,Position Trader,"Options,Equities"
3987,solidWeaver2,Novice,Fundamental,Long Term Investor,"Options,Forex"
3988,awedQuiche9,Intermediate,Technical,Day Trader,"Options,Equities,Private Companies"
3989,cockyCow5,Novice,Growth,Swing Trader,Equities
3990,chicTermite1,Experienced,Fundamental,Long Term Investor,"Futures,Equities,Forex"
3991,debonairWidgeon2,Novice,Value,Long Term Investor,"Forex,Options,Equities"
3992,unhappyBuzzard1,Intermediate,Technical,Position Trader,"Forex,Bonds"
3993,guiltyTacos8,Novice,Value,Day Trader,"Options,Bonds"
3994,mercifulCoconut6,Experienced,Technical,Day Trader,"Futures,Equities,Forex"
3995,eagerFish4,Intermediate,Value,Position Trader,"Bonds,Private Companies"
3996,wakefulPear3,Experienced,Fundamental,Swing Trader,Futures
3997,resolvedMackerel0,Intermediate,Momentum,Swing Trader,"Options,Bonds,Equities"
3998,solemnTomatoe5,Novice,Growth,Long Term Investor,"Futures,Options,Private Companies"
3999,sincereCordial0,Experienced,Global Macro,Swing Trader,"Bonds,Private Companies"
4000,artisticSeafowl8,Novice,Technical,Long Term Investor,Equities
4001,truthfulGarlic9,Experienced,Momentum,Day Trader,"Options,Equities"
4002,somberKitten6,Experienced,Fundamental,Long Term Investor,"Options,Bonds"
4003,holisticMallard7,Intermediate,Value,Position Trader,"Equities,Futures,Private Companies"
4004,morbidLizard2,Novice,Global Macro,Long Term Investor,"Private Companies,Options"
4005,sincereTortoise0,Novice,Fundamental,Swing Trader,"Futures,Private Companies"
4006,affectedQuiche2,Experienced,Value,Position Trader,Equities
4007,troubledBittern3,Novice,Technical,Position Trader,Bonds
4008,fondOryx9,Intermediate,Technical,Long Term Investor,Forex
4009,excitedStork7,Experienced,Growth,Swing Trader,Futures
4010,mercifulAntelope5,Intermediate,Growth,Position Trader,"Forex,Bonds"
4011,grudgingSalami5,Novice,Growth,Long Term Investor,"Futures,Options"
4012,pleasedLemur2,Intermediate,Value,Long Term Investor,"Futures,Private Companies"
4013,grumpyCaviar9,Novice,Growth,Day Trader,"Bonds,Private Companies,Equities"
4014,stressedLollies0,Intermediate,Technical,Day Trader,"Options,Futures"
4015,forsakenGelding6,Experienced,Growth,Day Trader,Options
4016,mereCoati2,Experienced,Value,Swing Trader,"Private Companies,Options"
4017,cockyZebra2,Novice,Technical,Long Term Investor,"Bonds,Options"
4018,chicViper7,Novice,Growth,Day Trader,Private Companies
4019,worldlyEland4,Intermediate,Value,Swing Trader,Equities
4020,forsakenCake3,Experienced,Technical,Day Trader,"Forex,Private Companies,Bonds"
4021,obsessedChough1,Intermediate,Momentum,Day Trader,Forex
4022,culturedKitten9,Intermediate,Fundamental,Position Trader,Bonds
4023,solidLeopard3,Novice,Technical,Swing Trader,"Options,Futures"
4024,lazyPretzels2,Experienced,Growth,Day Trader,"Options,Equities,Futures"
4025,adoringGnu9,Intermediate,Momentum,Position Trader,"Private Companies,Forex"
4026,dearTeal7,Experienced,Fundamental,Swing Trader,"Bonds,Futures"
4027,hushedBobolink5,Novice,Fundamental,Position Trader,"Bonds,Equities,Private Companies"
4028,peacefulCheese8,Experienced,Momentum,Day Trader,"Equities,Bonds"
4029,selfishJaguar0,Intermediate,Momentum,Swing Trader,Private Companies
4030,dreadfulOcelot1,Intermediate,Fundamental,Position Trader,"Options,Futures,Forex"
4031,guiltyChile1,Intermediate,Fundamental,Day Trader,"Equities,Futures"
4032,contentCurlew2,Novice,Fundamental,Swing Trader,"Private Companies,Forex,Equities"
4033,sugaryRat7,Experienced,Value,Position Trader,Private Companies
4034,thriftyPorpoise5,Experienced,Technical,Day Trader,Futures
4035,worriedRat0,Intermediate,Global Macro,Position Trader,"Equities,Forex"
4036,kindBasmati0,Intermediate,Growth,Day Trader,Private Companies
4037,worriedCordial6,Intermediate,Value,Day Trader,Bonds
4038,ardentThrushe2,Experienced,Momentum,Swing Trader,"Forex,Private Companies"
4039,worriedKitten6,Intermediate,Technical,Long Term Investor,Options
4040,goofyQuiche2,Novice,Growth,Long Term Investor,"Private Companies,Equities"
4041,puzzledChowder4,Experienced,Global Macro,Long Term Investor,Forex
4042,joyfulTeal2,Intermediate,Momentum,Swing Trader,"Private Companies,Bonds,Futures"
4043,soreHare1,Experienced,Global Macro,Day Trader,Futures
4044,holisticJaguar6,Intermediate,Growth,Position Trader,"Futures,Bonds,Equities"
4045,cheerfulDinosaur9,Experienced,Momentum,Long Term Investor,"Equities,Futures,Private Companies"
4046,enviousCurlew9,Novice,Value,Long Term Investor,"Bonds,Private Companies,Futures"
4047,bubblyClam9,Experienced,Value,Long Term Investor,"Private Companies,Futures"
4048,dearEland8,Novice,Growth,Position Trader,Equities
4049,alertTermite5,Novice,Technical,Day Trader,Equities
4050,troubledRice4,Experienced,Growth,Day Trader,Forex
4051,culturedChile5,Experienced,Value,Swing Trader,"Options,Bonds,Private Companies"
4052,thrilledEagle0,Novice,Value,Position Trader,"Equities,Bonds,Options"
4053,resolvedSmelt3,Intermediate,Value,Position Trader,"Private Companies,Options"
4054,ashamedTermite0,Intermediate,Growth,Position Trader,"Private Companies,Forex,Equities"
4055,humorousTermite3,Intermediate,Value,Long Term Investor,"Bonds,Forex,Options"
4056,artisticEland4,Novice,Value,Long Term Investor,"Private Companies,Bonds"
4057,wingedHyena7,Intermediate,Growth,Day Trader,Private Companies
4058,mercifulPudding9,Experienced,Momentum,Swing Trader,"Forex,Options,Private Companies"
4059,goofySwift7,Experienced,Global Macro,Day Trader,"Futures,Forex,Private Companies"
